account_id,customer_id,account_type,account_status,current_balance,available_balance,opened_date
ACC0000322,CUST000128,CHECKING,FROZEN,68882.86,68882.86,2019-08-08
ACC0000323,CUST000417,CHECKING,ACTIVE,178167.16,178167.16,2022-11-29
ACC0000324,CUST000032,SAVINGS,ACTIVE,229427.84,229427.84,2024-08-09
ACC0000325,CUST000212,SAVINGS,ACTIVE,108648.61,108648.61,2020-03-31
ACC0000326,CUST000269,CHECKING,ACTIVE,156947.78,156947.78,2017-01-04
ACC0000327,CUST000343,CHECKING,ACTIVE,245951.88,245951.88,2023-12-25
ACC0000328,CUST000080,CHECKING,ACTIVE,9559.44,7987.42,2025-06-12
ACC0000329,CUST000209,SAVINGS,ACTIVE,120935.29,120935.29,2020-03-08
ACC0000330,CUST000484,SAVINGS,FROZEN,103831.57,103831.57,2025-11-12
ACC0000331,CUST000091,CHECKING,ACTIVE,13987.81,12621.97,2021-11-07
ACC0000332,CUST000388,SAVINGS,ACTIVE,110324.77,96482.77,2019-11-04
ACC0000333,CUST000278,SAVINGS,ACTIVE,90726.87,90726.87,2023-09-07
ACC0000334,CUST000160,CHECKING,ACTIVE,115780.86,115780.86,2017-07-25
ACC0000335,CUST000441,SAVINGS,DORMANT,62195.82,62195.82,2021-03-29
ACC0000336,CUST000146,CHECKING,ACTIVE,246413.26,203321.55,2022-02-08
ACC0000337,CUST000074,CHECKING,FROZEN,66901.48,66901.48,2020-08-15
ACC0000338,CUST000206,CHECKING,CLOSED,136803.68,136803.68,2025-12-26
ACC0000339,CUST000299,CHECKING,ACTIVE,159343.4,159343.4,2023-11-11
ACC0000340,CUST000110,CHECKING,ACTIVE,166306.79,152859.57,2017-07-25
ACC0000341,CUST000049,SAVINGS,ACTIVE,46118.08,42786.73,2019-06-16
ACC0000342,CUST000184,SAVINGS,ACTIVE,171005.97,151154.88,2022-03-29
ACC0000343,CUST000098,CHECKING,ACTIVE,204750.97,204750.97,2017-09-08
ACC0000344,CUST000414,SAVINGS,FROZEN,18184.26,16401.23,2022-06-15
ACC0000345,CUST000275,CHECKING,ACTIVE,102408.75,102408.75,2021-01-18
ACC0000346,CUST000261,SAVINGS,ACTIVE,49919.28,49919.28,2023-07-15
ACC0000347,CUST000146,CHECKING,ACTIVE,38910.44,38910.44,2021-06-19
ACC0000348,CUST000240,SAVINGS,ACTIVE,66889.64,66889.64,2017-08-22
ACC0000349,CUST000067,CHECKING,ACTIVE,38124.97,38124.97,2017-08-19
ACC0000350,CUST000376,CHECKING,ACTIVE,128198.09,128198.09,2022-06-22
ACC0000351,CUST000496,CHECKING,ACTIVE,191774.06,191774.06,2019-07-17
ACC0000352,CUST000116,CHECKING,ACTIVE,223791.93,223791.93,2023-12-14
ACC0000353,CUST000085,CHECKING,ACTIVE,249882.78,249882.78,2024-09-25
ACC0000354,CUST000107,SAVINGS,ACTIVE,222885.79,222885.79,2019-07-10
ACC0000355,CUST000130,CHECKING,ACTIVE,237961.31,219669.2,2018-04-04
ACC0000356,CUST000302,SAVINGS,ACTIVE,24481.06,20993.41,2020-04-11
ACC0000357,CUST000496,CHECKING,ACTIVE,15391.02,15391.02,2025-12-10
ACC0000358,CUST000476,CHECKING,ACTIVE,239999.2,201557.56,2018-07-29
ACC0000359,CUST000324,CHECKING,ACTIVE,52355.55,52355.55,2025-12-13
ACC0000360,CUST000332,CHECKING,ACTIVE,223025.02,223025.02,2023-05-07
ACC0000361,CUST000253,CHECKING,ACTIVE,13528.09,13528.09,2020-09-28
ACC0000362,CUST000137,CHECKING,ACTIVE,126351.73,126351.73,2022-05-02
ACC0000363,CUST000244,CHECKING,ACTIVE,137086.75,137086.75,2018-04-02
ACC0000364,CUST000229,CHECKING,ACTIVE,102542.02,102542.02,2017-05-04
ACC0000365,CUST000332,SAVINGS,ACTIVE,237053.76,237053.76,2019-12-23
ACC0000366,CUST000037,CHECKING,ACTIVE,120151.5,120151.5,2020-04-09
ACC0000367,CUST000440,CHECKING,ACTIVE,137916.01,137916.01,2017-01-29
ACC0000368,CUST000487,CHECKING,ACTIVE,104361.2,104361.2,2017-06-01
ACC0000369,CUST000027,SAVINGS,ACTIVE,54715.63,54715.63,2017-10-10
ACC0000370,CUST000342,SAVINGS,ACTIVE,196333.71,196333.71,2025-05-14
ACC0000371,CUST000070,SAVINGS,FROZEN,171065.15,150722.18,2019-11-18
ACC0000372,CUST000135,CHECKING,FROZEN,150614.53,122112.34,2020-12-16
ACC0000373,CUST000121,SAVINGS,ACTIVE,128068.1,128068.1,2024-03-20
ACC0000374,CUST000101,SAVINGS,DORMANT,192577.59,192577.59,2026-02-18
ACC0000375,CUST000061,SAVINGS,ACTIVE,83940.79,83940.79,2016-09-20
ACC0000376,CUST000111,SAVINGS,ACTIVE,207743.41,207743.41,2017-11-10
ACC0000377,CUST000173,CHECKING,ACTIVE,149376.31,149376.31,2017-09-16
ACC0000378,CUST000252,SAVINGS,ACTIVE,143705.79,143705.79,2019-03-25
ACC0000379,CUST000150,CHECKING,ACTIVE,229209.73,229209.73,2021-09-04
ACC0000380,CUST000012,CHECKING,ACTIVE,65020.99,62399.65,2025-03-27
ACC0000381,CUST000055,CHECKING,ACTIVE,13675.7,13373.96,2024-07-06
ACC0000382,CUST000175,CHECKING,ACTIVE,170702.88,170702.88,2017-04-18
ACC0000383,CUST000319,SAVINGS,ACTIVE,230609.27,230609.27,2017-05-29
ACC0000384,CUST000290,CHECKING,ACTIVE,47468.99,47468.99,2021-03-03
ACC0000385,CUST000176,CHECKING,ACTIVE,92366.67,92366.67,2019-07-21
ACC0000386,CUST000159,SAVINGS,FROZEN,46459.78,46459.78,2021-09-14
ACC0000387,CUST000494,CHECKING,ACTIVE,126802.1,126802.1,2020-04-23
ACC0000388,CUST000357,SAVINGS,FROZEN,2748.43,2494.33,2019-02-15
ACC0000389,CUST000407,CHECKING,ACTIVE,28358.49,25566.64,2024-01-28
ACC0000390,CUST000437,SAVINGS,CLOSED,236452.56,236452.56,2023-05-13
ACC0000391,CUST000372,SAVINGS,ACTIVE,216961.96,216961.96,2025-05-26
ACC0000392,CUST000163,CHECKING,DORMANT,165144.75,165144.75,2023-08-14
ACC0000393,CUST000371,SAVINGS,ACTIVE,59117.56,59117.56,2021-10-16
ACC0000394,CUST000288,SAVINGS,ACTIVE,213380.35,213380.35,2020-01-28
ACC0000395,CUST000426,CHECKING,ACTIVE,177080.25,149436.4,2021-06-15
ACC0000396,CUST000042,SAVINGS,DORMANT,190868.47,171212.55,2024-11-25
ACC0000397,CUST000131,CHECKING,DORMANT,74152.85,64466.64,2021-02-02
ACC0000398,CUST000404,SAVINGS,ACTIVE,143203.9,143203.9,2017-05-18
ACC0000399,CUST000057,SAVINGS,CLOSED,146398.79,146398.79,2021-09-26
ACC0000400,CUST000458,SAVINGS,CLOSED,144358.75,144358.75,2024-01-27
ACC0000401,CUST000496,CHECKING,ACTIVE,145005.77,123583.37,2018-01-18
ACC0000402,CUST000378,SAVINGS,ACTIVE,103652.26,103652.26,2022-01-04
ACC0000403,CUST000295,SAVINGS,ACTIVE,3624.02,3624.02,2018-12-24
ACC0000404,CUST000084,SAVINGS,ACTIVE,114606.92,114606.92,2021-01-20
ACC0000405,CUST000144,CHECKING,ACTIVE,212035.8,212035.8,2021-10-11
ACC0000406,CUST000354,CHECKING,ACTIVE,228262.82,228262.82,2017-11-21
ACC0000407,CUST000274,SAVINGS,ACTIVE,75391.5,75391.5,2026-05-24
ACC0000408,CUST000068,SAVINGS,ACTIVE,239554.67,214590.08,2024-07-30
ACC0000409,CUST000432,SAVINGS,ACTIVE,66981.74,58611.95,2019-07-28
ACC0000410,CUST000366,SAVINGS,CLOSED,2327.92,2327.92,2019-04-03
ACC0000411,CUST000140,CHECKING,ACTIVE,191257.28,191257.28,2018-03-21
ACC0000412,CUST000313,SAVINGS,FROZEN,126631.44,112692.12,2023-12-11
ACC0000413,CUST000330,CHECKING,ACTIVE,30568.58,30568.58,2020-08-14
ACC0000414,CUST000296,SAVINGS,ACTIVE,240926.91,240926.91,2018-02-04
ACC0000415,CUST000467,SAVINGS,ACTIVE,30131.08,30131.08,2023-06-13
ACC0000416,CUST000128,CHECKING,ACTIVE,6544.38,6544.38,2018-07-05
ACC0000417,CUST000055,SAVINGS,ACTIVE,243380.01,243380.01,2022-01-15
ACC0000418,CUST000446,SAVINGS,ACTIVE,166756.8,134743.19,2025-09-21
ACC0000419,CUST000191,CHECKING,ACTIVE,101226.44,101226.44,2022-07-27
ACC0000420,CUST000378,CHECKING,ACTIVE,176690.55,176690.55,2025-09-18
ACC0000421,CUST000048,SAVINGS,ACTIVE,146348.43,146348.43,2021-03-25
ACC0000422,CUST000070,SAVINGS,ACTIVE,59159.07,59159.07,2020-04-27
ACC0000423,CUST000497,SAVINGS,ACTIVE,138598.38,138598.38,2021-09-15
ACC0000424,CUST000315,CHECKING,DORMANT,13692.35,11716.54,2019-09-01
ACC0000425,CUST000233,CHECKING,ACTIVE,42324.96,42324.96,2019-12-15
ACC0000426,CUST000458,SAVINGS,ACTIVE,103978.1,103978.1,2019-09-17
ACC0000427,CUST000091,CHECKING,ACTIVE,147775.08,147775.08,2023-06-16
ACC0000428,CUST000326,SAVINGS,ACTIVE,189411.61,189411.61,2024-03-16
ACC0000429,CUST000127,SAVINGS,FROZEN,212397.37,190418.79,2020-01-15
ACC0000430,CUST000346,CHECKING,ACTIVE,152667.62,152667.62,2021-07-18
ACC0000431,CUST000471,SAVINGS,DORMANT,65663.9,65663.9,2018-09-13
ACC0000432,CUST000447,SAVINGS,ACTIVE,96913.84,79385.66,2020-02-19
ACC0000433,CUST000286,SAVINGS,ACTIVE,221864.87,221864.87,2026-03-25
ACC0000434,CUST000119,SAVINGS,ACTIVE,112708.24,112708.24,2021-10-31
ACC0000435,CUST000351,CHECKING,FROZEN,98836.76,98031.45,2023-01-25
ACC0000436,CUST000455,CHECKING,ACTIVE,167696.91,167696.91,2020-11-25
ACC0000437,CUST000113,SAVINGS,DORMANT,49947.48,40329.94,2017-10-30
ACC0000438,CUST000142,CHECKING,ACTIVE,89422.29,89422.29,2026-04-22
ACC0000439,CUST000380,CHECKING,ACTIVE,145082.11,120279.97,2025-04-30
ACC0000440,CUST000474,CHECKING,ACTIVE,238790.13,238790.13,2017-02-22
ACC0000441,CUST000328,SAVINGS,ACTIVE,75706.62,75706.62,2025-05-21
ACC0000442,CUST000183,SAVINGS,ACTIVE,64101.43,64101.43,2025-12-18
ACC0000443,CUST000029,SAVINGS,FROZEN,19382.74,19382.74,2017-08-14
ACC0000444,CUST000152,CHECKING,ACTIVE,111263.14,111263.14,2024-02-02
ACC0000445,CUST000346,CHECKING,ACTIVE,32099.22,32099.22,2025-09-18
ACC0000446,CUST000418,CHECKING,ACTIVE,229415.09,229415.09,2019-10-09
ACC0000447,CUST000494,CHECKING,FROZEN,137141.31,109812.59,2021-10-04
ACC0000448,CUST000286,SAVINGS,CLOSED,159970.67,159970.67,2019-06-02
ACC0000449,CUST000417,CHECKING,ACTIVE,156153.93,156153.93,2024-07-07
ACC0000450,CUST000456,CHECKING,CLOSED,55201.33,47060.43,2024-02-04
ACC0000451,CUST000055,SAVINGS,ACTIVE,115214.14,115214.14,2023-06-06
ACC0000452,CUST000120,CHECKING,ACTIVE,234422.65,234422.65,2020-09-10
ACC0000453,CUST000187,CHECKING,ACTIVE,40741.34,40741.34,2023-05-02
ACC0000454,CUST000450,CHECKING,ACTIVE,190804.46,190804.46,2026-01-01
ACC0000455,CUST000162,CHECKING,ACTIVE,109809.17,109809.17,2020-03-20
ACC0000456,CUST000317,SAVINGS,ACTIVE,92329.33,92329.33,2022-11-23
ACC0000457,CUST000126,CHECKING,ACTIVE,21759.1,21759.1,2025-08-26
ACC0000458,CUST000122,SAVINGS,ACTIVE,110226.51,110226.51,2022-04-10
ACC0000459,CUST000276,SAVINGS,ACTIVE,159199.59,159199.59,2022-08-08
ACC0000460,CUST000024,SAVINGS,ACTIVE,66469.58,66469.58,2024-10-29
ACC0000461,CUST000045,CHECKING,ACTIVE,99902.22,99902.22,2019-01-26
ACC0000462,CUST000294,SAVINGS,ACTIVE,68535.44,68535.44,2023-02-23
ACC0000463,CUST000007,SAVINGS,FROZEN,141433.93,141433.93,2019-10-19
ACC0000464,CUST000160,SAVINGS,ACTIVE,39664.58,39664.58,2021-03-03
ACC0000465,CUST000210,CHECKING,ACTIVE,172883.44,172883.44,2019-02-06
ACC0000466,CUST000356,CHECKING,ACTIVE,222703.34,222703.34,2026-02-07
ACC0000467,CUST000068,CHECKING,ACTIVE,94310.34,77184.53,2021-06-26
ACC0000468,CUST000315,SAVINGS,ACTIVE,34467.53,34467.53,2019-02-03
ACC0000469,CUST000354,CHECKING,ACTIVE,16168.75,16168.75,2019-07-04
ACC0000470,CUST000352,SAVINGS,DORMANT,83254.19,82852.94,2022-12-29
ACC0000471,CUST000160,CHECKING,FROZEN,199977.03,199977.03,2020-09-12
ACC0000472,CUST000491,CHECKING,DORMANT,29417.74,29417.74,2022-11-01
ACC0000473,CUST000382,CHECKING,ACTIVE,4199.43,4199.43,2020-03-05
ACC0000474,CUST000251,SAVINGS,FROZEN,200017.42,200017.42,2017-06-20
ACC0000475,CUST000431,SAVINGS,ACTIVE,161136.54,154651.16,2017-01-12
ACC0000476,CUST000325,SAVINGS,ACTIVE,91689.34,91689.34,2019-04-11
ACC0000477,CUST000169,CHECKING,ACTIVE,207019.57,207019.57,2019-06-15
ACC0000478,CUST000004,CHECKING,ACTIVE,168603.37,149818.58,2020-09-26
ACC0000479,CUST000487,SAVINGS,ACTIVE,233104.33,233104.33,2022-03-15
ACC0000480,CUST000187,SAVINGS,ACTIVE,69773.25,69773.25,2025-09-21
ACC0000481,CUST000457,SAVINGS,ACTIVE,184605.89,184605.89,2022-12-28
ACC0000482,CUST000444,CHECKING,ACTIVE,186092.35,186092.35,2023-10-22
ACC0000483,CUST000117,SAVINGS,ACTIVE,133996.98,133996.98,2021-08-23
ACC0000484,CUST000005,CHECKING,ACTIVE,194160.3,191751.49,2016-10-05
ACC0000485,CUST000278,CHECKING,ACTIVE,224640.97,224640.97,2020-01-04
ACC0000486,CUST000050,CHECKING,ACTIVE,217309.68,201590.77,2022-09-28
ACC0000487,CUST000143,CHECKING,ACTIVE,213149.72,213149.72,2017-05-19
ACC0000488,CUST000317,SAVINGS,ACTIVE,57412.12,57412.12,2020-09-08
ACC0000489,CUST000417,SAVINGS,ACTIVE,208682.55,208682.55,2017-04-23
ACC0000490,CUST000138,CHECKING,ACTIVE,52132.29,52132.29,2019-11-21
ACC0000491,CUST000194,CHECKING,ACTIVE,60687.07,60687.07,2020-06-28
ACC0000492,CUST000499,CHECKING,ACTIVE,76552.63,75691.34,2024-12-24
ACC0000493,CUST000035,SAVINGS,DORMANT,44462.29,44462.29,2021-03-21
ACC0000494,CUST000104,SAVINGS,ACTIVE,93279.6,93279.6,2021-03-15
ACC0000495,CUST000244,CHECKING,CLOSED,206729.83,206729.83,2024-05-07
ACC0000496,CUST000415,SAVINGS,CLOSED,166803.77,166740.41,2018-08-25
ACC0000497,CUST000430,SAVINGS,ACTIVE,171483.4,138545.07,2019-06-09
ACC0000498,CUST000266,SAVINGS,ACTIVE,32808.57,32808.57,2017-05-29
ACC0000499,CUST000454,SAVINGS,ACTIVE,31337.84,31337.84,2020-09-13
ACC0000500,CUST000460,SAVINGS,ACTIVE,97206.76,83684.63,2016-08-29
ACC0000501,CUST000328,CHECKING,ACTIVE,84429.49,84429.49,2023-08-16
ACC0000502,CUST000263,SAVINGS,ACTIVE,127347.16,127347.16,2017-01-04
ACC0000503,CUST000001,CHECKING,ACTIVE,48041.54,43762.22,2025-07-24
ACC0000504,CUST000478,SAVINGS,ACTIVE,191889.93,166162.46,2016-09-27
ACC0000505,CUST000012,SAVINGS,ACTIVE,217962.47,217962.47,2020-07-02
ACC0000506,CUST000487,CHECKING,CLOSED,18703.54,18703.54,2019-04-02
ACC0000507,CUST000003,SAVINGS,ACTIVE,46965.5,46965.5,2022-10-01
ACC0000508,CUST000365,CHECKING,ACTIVE,29359.05,29359.05,2023-12-24
ACC0000509,CUST000463,SAVINGS,ACTIVE,146712.84,124566.24,2020-03-16
ACC0000510,CUST000486,SAVINGS,ACTIVE,83542.91,83542.91,2021-10-01
ACC0000511,CUST000456,SAVINGS,ACTIVE,212705.26,212705.26,2025-09-14
ACC0000512,CUST000359,SAVINGS,CLOSED,232896.27,232896.27,2021-11-07
ACC0000513,CUST000456,SAVINGS,DORMANT,218483.61,204413.82,2020-02-18
ACC0000514,CUST000281,CHECKING,ACTIVE,136537.17,136537.17,2024-11-25
ACC0000515,CUST000455,SAVINGS,ACTIVE,74613.69,72878.39,2025-03-04
ACC0000516,CUST000142,SAVINGS,ACTIVE,210508.34,210508.34,2022-02-01
ACC0000517,CUST000249,CHECKING,ACTIVE,202681.42,202681.42,2020-07-23
ACC0000518,CUST000328,SAVINGS,ACTIVE,203904.58,203904.58,2020-09-18
ACC0000519,CUST000499,SAVINGS,ACTIVE,11598.58,11598.58,2025-02-18
ACC0000520,CUST000165,SAVINGS,ACTIVE,107429.72,107429.72,2025-07-14
ACC0000521,CUST000258,CHECKING,ACTIVE,227825.85,227825.85,2018-06-21
ACC0000522,CUST000172,SAVINGS,ACTIVE,114058.61,114058.61,2017-04-06
ACC0000523,CUST000051,CHECKING,ACTIVE,179653.12,179653.12,2017-03-08
ACC0000524,CUST000246,CHECKING,DORMANT,86306.75,86306.75,2024-06-06
ACC0000525,CUST000498,CHECKING,ACTIVE,70662.67,70662.67,2025-03-21
ACC0000526,CUST000103,CHECKING,CLOSED,236374.39,236374.39,2018-03-04
ACC0000527,CUST000489,CHECKING,ACTIVE,240835.75,215263.88,2019-11-14
ACC0000528,CUST000243,SAVINGS,ACTIVE,184484.15,184484.15,2020-02-20
ACC0000529,CUST000430,CHECKING,ACTIVE,132356.92,132356.92,2022-02-13
ACC0000530,CUST000428,CHECKING,ACTIVE,129624.76,129624.76,2016-11-21
ACC0000531,CUST000256,CHECKING,FROZEN,74711.25,74711.25,2022-10-01
ACC0000532,CUST000027,SAVINGS,ACTIVE,113051.12,113051.12,2025-11-19
ACC0000533,CUST000360,CHECKING,ACTIVE,2626.62,2626.62,2023-08-02
ACC0000534,CUST000435,SAVINGS,ACTIVE,27361.39,27361.39,2025-11-02
ACC0000535,CUST000042,CHECKING,ACTIVE,236900.69,236900.69,2017-02-21
ACC0000536,CUST000438,SAVINGS,ACTIVE,188438.83,164545.2,2022-01-14
ACC0000537,CUST000257,SAVINGS,ACTIVE,144144.32,134957.79,2023-07-22
ACC0000538,CUST000345,SAVINGS,FROZEN,214276.81,183824.05,2021-11-22
ACC0000539,CUST000023,SAVINGS,ACTIVE,104422.81,104422.81,2021-04-08
ACC0000540,CUST000182,SAVINGS,ACTIVE,192742.27,175018.33,2024-08-15
ACC0000541,CUST000440,CHECKING,ACTIVE,172016.36,172016.36,2025-11-22
ACC0000542,CUST000183,SAVINGS,DORMANT,76834.27,76834.27,2022-04-17
ACC0000543,CUST000156,CHECKING,ACTIVE,180800.4,180800.4,2024-09-02
ACC0000544,CUST000207,CHECKING,ACTIVE,167739.95,167739.95,2024-12-25
ACC0000545,CUST000439,SAVINGS,ACTIVE,51697.38,42265.01,2018-05-18
ACC0000546,CUST000187,SAVINGS,ACTIVE,95977.19,83194.99,2023-12-05
ACC0000547,CUST000043,CHECKING,ACTIVE,217110.95,217110.95,2018-09-29
ACC0000548,CUST000500,CHECKING,ACTIVE,107951.53,107951.53,2018-07-01
ACC0000549,CUST000144,SAVINGS,DORMANT,212968.04,212968.04,2023-12-01
ACC0000550,CUST000232,CHECKING,DORMANT,231723.04,231723.04,2017-03-21
ACC0000551,CUST000220,CHECKING,ACTIVE,137117.8,137117.8,2020-04-27
ACC0000552,CUST000075,SAVINGS,ACTIVE,132968.72,132968.72,2016-12-20
ACC0000553,CUST000275,CHECKING,ACTIVE,131789.89,131789.89,2018-05-20
ACC0000554,CUST000209,CHECKING,ACTIVE,234270.33,234270.33,2024-09-22
ACC0000555,CUST000419,SAVINGS,ACTIVE,9469.44,9469.44,2020-03-05
ACC0000556,CUST000388,SAVINGS,CLOSED,121355.54,121355.54,2022-01-06
ACC0000557,CUST000064,CHECKING,ACTIVE,162779.8,150801.68,2023-06-02
ACC0000558,CUST000263,CHECKING,ACTIVE,70110.32,70110.32,2018-06-02
ACC0000559,CUST000257,SAVINGS,ACTIVE,44884.3,44884.3,2017-10-25
ACC0000560,CUST000072,CHECKING,ACTIVE,192396.41,192396.41,2019-03-06
ACC0000561,CUST000370,SAVINGS,ACTIVE,137595.51,137595.51,2021-02-14
ACC0000562,CUST000342,CHECKING,ACTIVE,184180.48,184180.48,2022-01-23
ACC0000563,CUST000073,SAVINGS,ACTIVE,234475.98,234475.98,2020-03-11
ACC0000564,CUST000332,CHECKING,ACTIVE,67403.48,67403.48,2025-07-28
ACC0000565,CUST000394,SAVINGS,ACTIVE,73803.74,73803.74,2022-09-20
ACC0000566,CUST000188,SAVINGS,ACTIVE,163902.85,163902.85,2016-11-21
ACC0000567,CUST000039,SAVINGS,ACTIVE,209161.89,209161.89,2017-04-16
ACC0000568,CUST000260,CHECKING,ACTIVE,230630.86,230630.86,2024-06-17
ACC0000569,CUST000278,SAVINGS,ACTIVE,62054.11,60053.01,2020-05-03
ACC0000570,CUST000337,CHECKING,ACTIVE,138525.07,138525.07,2020-07-04
ACC0000571,CUST000302,SAVINGS,ACTIVE,113011.74,113011.74,2021-12-29
ACC0000572,CUST000188,SAVINGS,ACTIVE,147861.15,119839.58,2019-08-25
ACC0000573,CUST000314,CHECKING,ACTIVE,90126.94,79217.13,2021-03-26
ACC0000574,CUST000363,CHECKING,ACTIVE,192763.44,192763.44,2021-07-25
ACC0000575,CUST000012,CHECKING,DORMANT,164606.93,154155.06,2020-07-27
ACC0000576,CUST000026,CHECKING,ACTIVE,186350.16,186350.16,2020-08-18
ACC0000577,CUST000117,CHECKING,ACTIVE,238683.17,233362.66,2025-08-27
ACC0000578,CUST000196,SAVINGS,ACTIVE,81108.58,81108.58,2025-04-16
ACC0000579,CUST000227,SAVINGS,CLOSED,237515.77,237515.77,2021-07-04
ACC0000580,CUST000466,CHECKING,ACTIVE,247051.77,247051.77,2026-03-28
ACC0000581,CUST000308,SAVINGS,FROZEN,119214.82,119214.82,2024-04-17
ACC0000582,CUST000426,SAVINGS,ACTIVE,60517.49,60517.49,2018-09-14
ACC0000583,CUST000320,CHECKING,ACTIVE,177951.6,162367.77,2025-05-28
ACC0000584,CUST000236,SAVINGS,DORMANT,19811.2,18274.45,2019-06-30
ACC0000585,CUST000015,SAVINGS,DORMANT,224954.18,201389.62,2022-11-06
ACC0000586,CUST000249,CHECKING,ACTIVE,171034.17,171034.17,2021-11-03
ACC0000587,CUST000096,CHECKING,DORMANT,210680.8,210680.8,2018-07-30
ACC0000588,CUST000395,SAVINGS,ACTIVE,175556.38,175556.38,2018-08-23
ACC0000589,CUST000259,SAVINGS,ACTIVE,133973.7,133973.7,2017-11-16
ACC0000590,CUST000362,CHECKING,ACTIVE,219171.85,219171.85,2022-10-24
ACC0000591,CUST000051,SAVINGS,ACTIVE,169989.57,169989.57,2020-06-06
ACC0000592,CUST000339,CHECKING,ACTIVE,149121.14,149121.14,2020-11-29
ACC0000593,CUST000375,CHECKING,ACTIVE,219094.01,219094.01,2018-12-28
ACC0000594,CUST000044,CHECKING,ACTIVE,80713.74,80713.74,2023-08-06
ACC0000595,CUST000194,CHECKING,ACTIVE,54611.77,54611.77,2021-11-28
ACC0000596,CUST000391,CHECKING,CLOSED,10924.38,10924.38,2024-09-20
ACC0000597,CUST000073,SAVINGS,ACTIVE,89456.32,85075.23,2023-04-05
ACC0000598,CUST000284,SAVINGS,ACTIVE,37887.53,37887.53,2026-02-13
ACC0000599,CUST000262,CHECKING,ACTIVE,236530.92,222040.62,2021-11-30
ACC0000600,CUST000197,CHECKING,ACTIVE,233710.32,233710.32,2025-12-23
ACC0000601,CUST000438,SAVINGS,ACTIVE,20000.89,20000.89,2021-12-27
ACC0000602,CUST000432,CHECKING,ACTIVE,211077.06,211077.06,2018-10-21
ACC0000603,CUST000458,SAVINGS,ACTIVE,144193.7,144193.7,2021-03-12
ACC0000604,CUST000130,SAVINGS,ACTIVE,85136.14,85136.14,2019-11-24
ACC0000605,CUST000197,SAVINGS,ACTIVE,113985.98,113985.98,2024-07-18
ACC0000606,CUST000299,CHECKING,ACTIVE,192994.99,192994.99,2024-05-13
ACC0000607,CUST000267,SAVINGS,ACTIVE,142463.41,142463.41,2020-09-09
ACC0000608,CUST000396,SAVINGS,CLOSED,100626.34,81851.93,2025-10-14
ACC0000609,CUST000393,CHECKING,CLOSED,218393.98,218393.98,2017-03-01
ACC0000610,CUST000452,SAVINGS,ACTIVE,212527.75,203846.23,2022-12-31
ACC0000611,CUST000149,CHECKING,ACTIVE,128309.31,128309.31,2024-04-24
ACC0000612,CUST000031,SAVINGS,ACTIVE,126830.99,126830.99,2021-03-25
ACC0000613,CUST000201,CHECKING,ACTIVE,135572.84,128923.72,2019-02-04
ACC0000614,CUST000403,SAVINGS,ACTIVE,146046.01,146046.01,2020-12-31
ACC0000615,CUST000276,SAVINGS,ACTIVE,105479.02,105479.02,2020-11-14
ACC0000616,CUST000199,SAVINGS,ACTIVE,40276.65,40276.65,2023-02-23
ACC0000617,CUST000440,SAVINGS,ACTIVE,13580.01,11179.62,2022-07-06
ACC0000618,CUST000253,SAVINGS,ACTIVE,17595.61,17595.61,2021-05-24
ACC0000619,CUST000286,CHECKING,ACTIVE,8030.22,8030.22,2018-07-09
ACC0000620,CUST000481,CHECKING,ACTIVE,57980.44,57980.44,2019-09-13
ACC0000621,CUST000461,SAVINGS,ACTIVE,199288.67,189519.97,2025-02-01
ACC0000622,CUST000436,SAVINGS,ACTIVE,28082.88,28082.88,2022-03-15
ACC0000623,CUST000018,SAVINGS,ACTIVE,93511.09,93511.09,2022-12-31
ACC0000624,CUST000150,SAVINGS,ACTIVE,15317.27,15317.27,2024-12-27
ACC0000625,CUST000230,SAVINGS,ACTIVE,114282.05,114282.05,2021-03-25
ACC0000626,CUST000293,SAVINGS,DORMANT,75033.06,75033.06,2024-10-19
ACC0000627,CUST000202,SAVINGS,ACTIVE,214838.7,214838.7,2020-05-20
ACC0000628,CUST000023,CHECKING,ACTIVE,91626.81,91626.81,2023-06-25
ACC0000629,CUST000067,CHECKING,ACTIVE,144061.7,123137.75,2025-08-17
ACC0000630,CUST000058,CHECKING,ACTIVE,163924.6,163924.6,2020-03-27
ACC0000631,CUST000490,CHECKING,ACTIVE,228651.31,214376.61,2022-08-17
ACC0000632,CUST000225,SAVINGS,ACTIVE,240891.83,240891.83,2018-03-08
ACC0000633,CUST000161,SAVINGS,ACTIVE,137641.27,137641.27,2022-07-09
ACC0000634,CUST000242,SAVINGS,ACTIVE,8847.14,8847.14,2017-06-27
ACC0000635,CUST000364,SAVINGS,ACTIVE,107143.99,107143.99,2018-07-08
ACC0000636,CUST000442,CHECKING,ACTIVE,217537.33,217537.33,2022-12-08
ACC0000637,CUST000366,CHECKING,FROZEN,66116.74,62710.12,2020-08-22
ACC0000638,CUST000198,SAVINGS,ACTIVE,241030.77,241030.77,2025-10-18
ACC0000639,CUST000134,CHECKING,DORMANT,205189.41,192746.82,2025-06-28
ACC0000640,CUST000052,SAVINGS,ACTIVE,44376.75,44376.75,2026-04-14
ACC0000641,CUST000132,SAVINGS,ACTIVE,34772.61,34772.61,2023-04-12
ACC0000642,CUST000319,SAVINGS,ACTIVE,77998.73,64473.17,2017-08-31
ACC0000643,CUST000137,CHECKING,ACTIVE,1868.03,1868.03,2021-03-04
